x,y
-5.889442952335164,-1.598656991932375
-7.394731706980589,-0.3810358720809124
20.733887587358296,5.092740683312128
-15.487370360396898,-4.968973858775816
5.6845078628547405,1.6638261322566055
2.544751351800253,0.31181486921907375
7.997203083611522,1.9867584875589603
-4.631821723704439,-1.946814130569638
2.575156577267012,0.5963921761641686
-6.608648766446148,-1.10568014843546
20.881721089345017,5.516749553317512
4.443011582084861,0.4203089921148494
-0.8486541010554739,-0.31606230130467844
-0.4584970660275163,-0.7789431104547776
1.0802259714659974,0.0978098364241656
-9.327485818245279,-3.2466060357398043
4.797527836136225,0.5216859790538179
-13.196077826212798,-2.710535950795051
14.291757536645402,2.7967367280820956
6.845997938294721,1.3809244627365787
5.201547496024753,0.25324988555287864
-2.3024740674186055,-0.898911051003725
2.396240848588751,0.7015054787239703
6.655818013768555,1.5386453558460218
5.675560930195415,1.1989232547569597
3.3023508848009717,1.628566129681039
4.837925848043736,0.7688079231827114
-3.816392176459293,-0.7152603065301615
-10.194924447902995,-2.7256948178788143
0.7438850929888449,0.3080652601886841
-6.184173366896457,-2.9356755899675315
-16.88900044744787,-4.122932501828783
-2.3958381222121825,-0.2010620659540736
-12.106062584831491,-3.376517461341085
9.517145194156354,1.6875708043047775
-6.201910366423095,-2.240015110581473
-10.916897525428846,-2.792106276996332
-7.977037879650087,-1.2699912673690417
-10.431606698943794,-1.913762538641806
9.195896563373868,2.2816379315744064
0.8004983183611957,0.05050589490081425
-0.23710562579623917,-0.7505023810320167
-18.014199778105855,-4.701336107267916
6.539737332982766,2.1108751304343008
-10.160503662343446,-1.5263951988993623
-6.904333179819254,-2.069753057245349
-3.770023061598555,-0.09839058349015772
-8.195941185621834,-2.739066557265549
0.1573923615814694,0.6924486135965492
12.384150605604319,3.7850674421479185
4.984288280946597,1.4986483763995053
-9.109789839125618,-3.559835222104964
-11.414085747602883,-2.3552382783358827
0.010805371912297024,0.3629265426506206
-6.5602986003477275,-0.8048177477766032
6.509852271614915,1.3839507404494222
3.018796003896083,0.8125228625142946
3.55343640099852,0.12689397276303727
-11.41006058625663,-2.605172750047502
6.898346268327822,2.1380113416843325
-5.333098773876058,-0.7470646618214409
-9.919684531627217,-2.64934114845857
4.887962399895068,1.3513792150176893
1.7509757284072607,-0.11623603465175147
2.9119048214918255,-0.08157756917439007
