x,y
-2.804027119619259,-3.42111028616244
-11.65182876905985,-10.800409356643998
12.548423826929572,14.185516579015317
-3.548643033515234,-5.936388498891567
2.102467087283997,2.8188752423981454
3.1063031322050954,2.9939927761241267
4.727746548826321,5.381637855783361
1.2423974927233854,0.0675536494378206
1.7391595108353455,1.9063589241216787
-6.587455329640638,-6.59169401700174
10.69940756387831,12.735870268971652
6.043976273247998,5.72378333501537
0.024445654588356763,-0.15017429654040937
3.054137597890108,2.351610665106583
1.4913650989001672,1.4091372734133334
-0.86736048808399,-2.559385554116248
6.187037804313989,5.909135810678436
-10.640129594081545,-11.151319240507796
12.217871843439427,12.632648982080623
5.646373906524095,5.8862987128782205
8.269920981614321,7.656246284496407
0.2733527980845146,-0.24181257501610942
0.8855808287928583,1.1877128327520368
4.509106246012243,4.938448599563505
4.410578764906795,4.663575197964519
-2.0885206929367475,-1.0103463773892036
5.025491105499959,4.987978054008714
-3.420417457524563,-3.499612401311509
-5.062220731761421,-6.088761474989736
-0.17653696379720493,0.007547447560005027
3.3407267771941522,1.4357467483760304
-10.34850497784385,-11.656604071764654
-3.3870595609519665,-3.1888152732040096
-5.311860765485645,-6.670701129354814
9.010245501096094,9.111625439708146
-0.1700934522016424,-1.376456835045933
-6.053780744971223,-7.026404101062747
-8.27461310917995,-8.21509806327398
-9.555799588187924,-9.730961010339097
5.450954041646726,6.199942545992155
1.2150507758247875,1.1321402843320691
3.3178182578669784,2.606833481134335
-9.519352390187823,-11.21832186777143
1.4351427916302344,2.456061699900741
-10.995614053132838,-10.82859197497496
-2.3091788767752215,-3.228209737384028
-6.419756028813229,-5.889809435370294
-1.3305593873122825,-2.703635746974193
-3.173690405083385,-2.5074738517504143
3.778938899534991,5.499981240748856
1.6446199664045689,2.3125536293129745
1.0978947387945204,-0.9436421767895071
-9.14963247892587,-9.602523132661274
-1.7948228647472249,-1.4336972174153204
-8.003125361754485,-7.714560009473133
5.014975462380233,5.313950824227169
1.471845027904679,1.7812352231029598
5.880163538015434,5.414818110612051
-7.892580657899647,-8.596076643571044
1.9569114501793443,2.94519841380904
-6.042024442998902,-5.900239309174333
-4.939382565690382,-5.935442958877749
2.204368324719178,2.741087139754356
3.7913023420054017,3.3832370192857737
5.746380018606963,5.179484979183936
9.433877208985594,9.127035820078216
-0.7362882014073884,-1.9074187784589882
-2.6714476563723024,-3.4057665199276124
4.75264529977706,4.569167462324164
-0.42711627536741203,-1.4603589433384296
-1.5914504711447384,-1.801591393874266
-7.722753475349795,-8.39304204397123
-6.360657446606749,-7.0285618058442
1.175558556165241,-1.3735057089585725
-1.3734793571673694,-1.9624376485031072
1.3081268481911088,2.441205385815342
2.9776383061422425,3.424466004497513
-10.75670537158658,-10.803827237776751
-11.849862497033385,-10.903207589395288
-0.5739412351288276,-2.284111823628044
-1.1647419083678747,-1.0701182570596104
11.406445098594935,10.190090160482352
1.655683238014858,0.5019986087733144
2.6538849403803852,3.3596739034615375
-3.74529589738657,-4.709590407771563
3.781138036894004,4.103365479571643
4.862914928211457,5.693220823707262
-1.0041960326968329,-1.1412395311025765
-0.14371567638863986,0.32155718299169356
-4.462140849198971,-6.7743221887843905
-6.671086431122733,-6.617852329273021
-0.28442717334225975,-0.1811919931411312
2.202776284449665,1.832172603420709
-6.5576284946731045,-6.3237407967711885
10.226094994554757,9.775489603138789
-1.917652225947283,-1.6813286200987387
11.045220731187076,9.258455259039387
-1.200631702799654,-1.4589641988249231
8.776027566683753,8.236501710211297
